37.70000,37.73567,37.72858,37.73550,-1
37.71000,37.73567,37.72703,37.73523,-1
37.70000,37.73557,37.72517,37.73490,-1
37.70000,37.73547,37.72357,37.73460,-1
37.72556,37.73538,37.72248,37.73444,-1
37.72800,37.73532,37.72134,37.73429,-1
37.73000,37.73527,37.72024,37.73416,-1
37.71000,37.73503,37.71874,37.73391,-1
37.70000,37.73469,37.71704,37.73361,-1
37.70000,37.73434,37.71534,37.73334,-1
37.71923,37.73417,37.71419,37.73325,-1
37.75000,37.73430,37.71399,37.73331,-1
37.75000,37.73420,37.71359,37.73336,-1
37.75000,37.73411,37.71339,37.73341,-1
37.73667,37.73398,37.71300,37.73340,-1
37.73667,37.73399,37.71258,37.73338,-1
37.75000,37.73399,37.71278,37.73343,-1
37.75000,37.73399,37.71298,37.73354,-1
37.75000,37.73414,37.71318,37.73362,-1
37.76000,37.73438,37.71378,37.73376,-1
37.76500,37.73462,37.71428,37.73390,-1
37.72333,37.73436,37.71415,37.73386,-1
37.72333,37.73430,37.71362,37.73377,-1
37.72000,37.73420,37.71302,37.73366,-1
37.72667,37.73374,37.71255,37.73348,-1
37.73500,37.73350,37.71271,37.73334,-1
37.76167,37.73362,37.71416,37.73332,-1
37.78182,37.73392,37.71598,37.73350,-1
37.79000,37.73455,37.71818,37.73372,-1
37.74471,37.73470,37.71933,37.73364,-1
37.71600,37.73467,37.71952,37.73346,-1
37.73643,37.73473,37.72011,37.73338,-1
37.69455,37.73419,37.71987,37.73308,-1
37.70600,37.73377,37.71986,37.73284,-1
37.70400,37.73333,37.71980,37.73253,-1
37.72200,37.73319,37.72011,37.73235,-1
37.74875,37.73327,37.72095,37.73226,-1
37.75667,37.73330,37.72195,37.73224,-1
37.74000,37.73335,37.72352,37.73214,-1
37.74182,37.73342,37.72449,37.73204,-1
37.75000,37.73361,37.72549,37.73190,-1
37.76875,37.73398,37.72686,37.73187,-1
37.74758,37.73415,37.72762,37.73172,-1
37.74758,37.73432,37.72850,37.73179,-1
37.73000,37.73432,37.72910,37.73177,-1
37.75625,37.73440,37.73063,37.73189,-1
37.75800,37.73448,37.73219,37.73210,-1
37.74000,37.73439,37.73363,37.73212,-1
37.73000,37.73419,37.73453,37.73210,2
37.73000,37.73398,37.73504,37.73202,-1
37.71500,37.73354,37.73534,37.73187,-1
37.72000,37.73316,37.73554,37.73174,-1
37.75400,37.73301,37.73662,37.73195,-1
37.75400,37.73273,37.73770,37.73224,-1
37.71286,37.73209,37.73745,37.73231,-1
37.70143,37.73126,37.73691,37.73232,-1
37.65579,37.72994,37.73543,37.73208,-1
37.64545,37.72864,37.73414,37.73178,-1
37.63500,37.72725,37.73284,37.73141,-1
37.62000,37.72566,37.73124,37.73096,-1
37.63000,37.72417,37.72945,37.73056,-1
37.60158,37.72241,37.72649,37.73008,-1
37.62000,37.72082,37.72389,37.72970,-1
37.61667,37.71920,37.72122,37.72937,-1
37.60800,37.71758,37.71865,37.72885,-1
37.63167,37.71635,37.71655,37.72846,-1
37.67000,37.71538,37.71495,37.72827,1
37.69273,37.71474,37.71380,37.72807,-1
37.71000,37.71430,37.71300,37.72799,-1
37.70714,37.71381,37.71194,37.72776,-1
37.69722,37.71340,37.71059,37.72748,-1
37.72400,37.71325,37.71060,37.72737,-1
37.71000,37.71296,37.71034,37.72726,-1
37.71000,37.71277,37.71014,37.72721,-1
37.73000,37.71267,37.71020,37.72723,-1
37.73667,37.71273,37.71024,37.72738,-1
37.71222,37.71237,37.70925,37.72739,-1
37.70600,37.71195,37.70773,37.72737,-1
37.74000,37.71185,37.70673,37.72753,-1
37.75321,37.71210,37.70690,37.72777,-1
37.72500,37.71245,37.70708,37.72785,-1
37.74000,37.71292,37.70715,37.72802,-1
37.73333,37.71343,37.70793,37.72814,-1
37.75000,37.71404,37.70881,37.72823,-1
37.75308,37.71448,37.70979,37.72832,-1
37.74000,37.71480,37.71015,37.72835,-1
37.76500,37.71537,37.71047,37.72852,-1
37.82156,37.71647,37.71177,37.72899,-1
37.87000,37.71804,37.71437,37.72972,-1
37.87087,37.71962,37.71695,37.73045,-1
37.89808,37.72146,37.71991,37.73133,-1
37.89934,37.72331,37.72253,37.73209,-1
37.90480,37.72565,37.72567,37.73288,1
37.90462,37.72768,37.72881,37.73373,-1
37.90571,37.72966,37.73233,37.73466,-1
37.93400,37.73191,37.73588,37.73567,-1
37.91192,37.73385,37.73896,37.73655,-1
37.89250,37.73567,37.74201,37.73741,-1
37.92632,37.73785,37.74594,37.73846,-1
37.93907,37.74034,37.75012,37.73955,-1
37.91583,37.74261,37.75413,37.74045,-1
37.93176,37.74514,37.75837,37.74156,-1
37.95255,37.74771,37.76234,37.74277,-1
37.96292,37.75020,37.76652,37.74380,-1
37.97071,37.75280,37.77168,37.74495,-1
37.9
